filename	photo	page_url	image_url_full	image_url_partial	page_title	iteration	language	labels	scrape_date	correction
D:/react-data/iconic\Mao\Mao_1\9_20200624-1107.json	Mao	https://www.gettyimages.com/photos/mao-tse-tung	na	https://media.gettyimages.com/photos/mao-zedong-chinese-communist-revolutionary-proclaiming-the-founding-picture-id566465161?s=612x612	6,636 <b>Mao Tse Tung</b> Photos and Premium High Res Pictures	1	en=0.9892171273710556	mao zedong	2020-06-24 13:07:33	na
D:/react-data/iconic\Mao\Mao_1\9_20200624-1107.json	Mao	https://www.gettyimages.co.uk/photos/mao-tse-tung	na	https://media.gettyimages.com/photos/mao-zedong-chinese-communist-revolutionary-proclaiming-the-founding-picture-id566465161?s=612x612	6,596 <b>Mao Tse Tung</b> Photos and Premium High Res Pictures	1	en=0.9892171273710556	mao zedong	2020-06-24 13:07:33	na
D:/react-data/iconic\Mao\Mao_1\9_20200624-1107.json	Mao	https://speakola.com/political/mao-zedong-proclamation-of-peoples-republic-of-china-1949	na	http://static1.squarespace.com/static/5507919de4b01b71a2856965/5514b6b5e4b017e0132fb954/5955db82ebbd1a5a508a3a7b/1498799653084/Mao+Proclamation.jpg?format=1500w	<b>Mao Zedong</b>: - &#39;The Chinese people have stood up&#39;, Proclamation of ...	1	en=0.9999999998919693	mao zedong	2020-06-24 13:07:33	True
D:/react-data/iconic\Mao\Mao_1\9_20200624-1107.json	Mao	http://www.gettyimages.com/photos/chairman-mao-zedong?page=4	na	https://media.gettyimages.com/photos/mao-zedong-leader-of-chinese-communist-party-on-tien-an-men-square-picture-id89858827?s=612x612	Chairman <b>Mao Zedong</b> Stock Pictures, Royalty-free Photos ...	1	pt=0.735218802403298	mao zedong	2020-06-24 13:07:33	na
D:/react-data/iconic\Mao\Mao_1\9_20200624-1107.json	Mao	https://www.rferl.org/a/Daughter_Of_Mao_Aide_Recalls_Early_Days_Of_Peoples_Republic/1841087.html	https://gdb.rferl.org/688FFE89-064D-4C38-B21A-6CDD4E2C767C_w1200_r1.jpg||https://gdb.rferl.org/688FFE89-064D-4C38-B21A-6CDD4E2C767C_w1080_h608.jpg||https://gdb.rferl.org/688FFE89-064D-4C38-B21A-6CDD4E2C767C_w1080_h608_s.jpg||https://gdb.rferl.org/688FFE89-064D-4C38-B21A-6CDD4E2C767C_w408_r1_s.jpg	na	Daughter Of <b>Mao</b> Aide Recalls Early Days Of People&#39;s Republic	1	en=0.9860497442323346	mao zedong	2020-06-24 13:07:33	True
D:/react-data/iconic\Mao\Mao_1\9_20200624-1107.json	Mao	https://www.gettyimages.com/photos/mao	na	https://media.gettyimages.com/photos/mao-zedong-chinese-communist-revolutionary-proclaiming-the-founding-picture-id566465161?s=612x612	24,832 <b>Mao</b> Photos and Premium High Res Pictures - Getty Images	1	en=0.9999853585993709	mao zedong	2020-06-24 13:07:33	na
D:/react-data/iconic\Mao\Mao_1\9_20200624-1107.json	Mao	https://www.scmp.com/magazines/post-magazine/article/2012136/why-hong-kong-has-mao-thanks-id-cards	na	https://cdn1.i-scmp.com/sites/default/files/styles/1200x800/public/images/methode/2016/09/01/65000c28-6b59-11e6-87bc-57ed402b26b2_236x.jpg?itok=qQIhDF3c||http://www.scmp.com/sites/default/files/styles/236w/public/images/methode/2016/09/01/65000c28-6b59-11e6-87bc-57ed402b26b2_236x.jpg?itok=ZvLIjnx3||https://cdn1.i-scmp.com/sites/default/files/styles/1920x1080/public/images/methode/2016/09/01/65000c28-6b59-11e6-87bc-57ed402b26b2_236x.jpg?itok=4Z-OmCvA||https://cdn1.i-scmp.com/sites/default/files/styles/768x768/public/images/methode/2016/09/01/65000c28-6b59-11e6-87bc-57ed402b26b2_236x.jpg?itok=3N1hvg3i	Why Hong Kong has <b>Mao</b> to thank for ID cards | South China ...	1	en=0.9999999999814004	mao zedong	2020-06-24 13:07:33	True
D:/react-data/iconic\Mao\Mao_1\9_20200624-1107.json	Mao	https://www.pinterest.ch/pin/465770786444652467/	na	https://i.pinimg.com/474x/44/cb/9e/44cb9e3415a80cee32a4354cf02748d6--mao-zedong-times-for-kids.jpg	1 octobre 1949 : <b>Mao Zedong</b> proclame la République Populaire de ...	1	fr=0.9999999998831879	mao zedong	2020-06-24 13:07:33	True
D:/react-data/iconic\Mao\Mao_1\9_20200624-1107.json	Mao	https://www.gettyimages.fi/photos/mao-zedong	na	https://media.gettyimages.com/photos/mao-zedong-chinese-communist-revolutionary-proclaiming-the-founding-picture-id566465161?s=612x612	8,138 <b>Mao Zedong</b> Photos and Premium High Res Pictures	1	en=0.9994613366369332	mao zedong	2020-06-24 13:07:33	na
D:/react-data/iconic\Mao\Mao_1\9_20200624-1107.json	Mao	https://www.gettyimages.com.au/photos/mao	na	https://media.gettyimages.com/photos/mao-zedong-chinese-communist-revolutionary-proclaiming-the-founding-picture-id566465161?s=612x612	<b>Mao</b> Stock Pictures, Royalty-free Photos &amp; Images - Getty Images	1	en=0.767561317975625	mao zedong	2020-06-24 13:07:33	na
D:/react-data/iconic\Mao\Mao_1\9_20200624-1107.json	Mao	https://www.gettyimages.dk/photos/mao-tse-tung	na	https://media.gettyimages.com/photos/mao-zedong-chinese-communist-revolutionary-proclaiming-the-founding-picture-id566465161?s=612x612	<b>Mao Tse Tung</b> Stock Pictures, Royalty-free Photos &amp; Images - Getty ...	1	en=0.5372954859453273	mao zedong	2020-06-24 13:07:33	na
D:/react-data/iconic\Mao\Mao_1\9_20200624-1107.json	Mao	https://www.gettyimages.fi/photos/mao-tse-tung	na	https://media.gettyimages.com/photos/mao-zedong-chinese-communist-revolutionary-proclaiming-the-founding-picture-id566465161?s=612x612	<b>Mao Tse Tung</b> Stock Pictures, Royalty-free Photos &amp; Images	1	pt=0.6457831350483871	mao zedong	2020-06-24 13:07:33	na
D:/react-data/iconic\Mao\Mao_1\9_20200624-1107.json	Mao	https://www.gettyimages.ie/photos/mao-tse-tung?page=3	na	https://media.gettyimages.com/photos/mao-zedong-leader-of-chinese-communist-party-on-tien-an-men-square-picture-id89858827?s=612x612	6,598 <b>Mao Tse Tung</b> Photos and Premium High Res Pictures	1	en=0.9892171273710556	mao zedong	2020-06-24 13:07:33	na
D:/react-data/iconic\Mao\Mao_1\9_20200624-1107.json	Mao	https://www.gettyimages.com.au/photos/mao-zedong-square	na	https://media.gettyimages.com/photos/mao-zedong-leader-of-chinese-communist-party-on-tien-an-men-square-picture-id89858827?s=612x612	<b>Mao Zedong</b> Square Stock Pictures, Royalty-free Photos &amp; Images ...	1	en=0.41252796290798915	mao zedong	2020-06-24 13:07:33	na
D:/react-data/iconic\Mao\Mao_1\9_20200624-1107.json	Mao	https://www.slideserve.com/malachi/mao-zedong	na	https://image.slideserve.com/1458511/slide6-l.jpg	PPT - <b>Mao Zedong</b> PowerPoint Presentation, free download - ID ...	1	en=0.6340929368575807	mao zedong	2020-06-24 13:07:33	True
D:/react-data/iconic\Mao\Mao_1\9_20200624-1107.json	Mao	https://www.gettyimages.com/detail/news-photo/mao-zedong-chinese-communist-revolutionary-proclaiming-the-news-photo/566465161	na	https://media.gettyimages.com/photos/mao-zedong-chinese-communist-revolutionary-proclaiming-the-founding-picture-id566465161	<b>Mao Zedong</b> , Chinese Communist revolutionary proclaiming the ...	1	en=0.9999999977082492	mao zedong	2020-06-24 13:07:33	na
D:/react-data/iconic\Mao\Mao_1\9_20200624-1107.json	Mao	https://www.pinterest.com/kiattechaputpon/chinese-culture-revolution-art/	na	https://i.pinimg.com/474x/44/cb/9e/44cb9e3415a80cee32a4354cf02748d6.jpg	272 Best Chinese Culture Revolution Art images | Revolution art ...	1	nl=0.569247167729131	mao zedong	2020-06-24 13:07:33	True
D:/react-data/iconic\Mao\Mao_1\9_20200624-1107.json	Mao	https://www.theguardian.com/world/gallery/2019/may/29/chinas-modern-history-in-pictures	na	https://i.guim.co.uk/img/media/93fc93d66fa3e29e44d09342a4434aec855deabe/0_0_2088_3003/master/2088.jpg?width=700&quality=85&auto=format&fit=max&s=bca828223fab1fa92830c1d718ada968||https://i.guim.co.uk/img/media/93fc93d66fa3e29e44d09342a4434aec855deabe/0_0_2088_3003/master/2088.jpg?width=300&quality=85&auto=format&fit=max&s=73370bb7bc3a695b496d44f96db6b9f3	China&#39;s modern history – in pictures | World news | The Guardian	1	en=0.9999994990013562	mao zedong	2020-06-24 13:07:33	True
D:/react-data/iconic\Mao\Mao_1\9_20200624-1107.json	Mao	https://www.gettyimages.co.nz/photos/republic-of-china-mao-tse-tung	na	https://media.gettyimages.com/photos/mao-zedong-chinese-communist-revolutionary-proclaiming-the-founding-picture-id1139711409?s=612x612	Republic Of China <b>Mao Tse Tung</b> Stock Pictures, Royalty-free ...	1	en=0.9142054329672387	mao zedong	2020-06-24 13:07:33	na
D:/react-data/iconic\Mao\Mao_1\9_20200624-1107.json	Mao	https://www.gettyimages.no/photos/mao	na	https://media.gettyimages.com/photos/mao-zedong-chinese-communist-revolutionary-proclaiming-the-founding-picture-id566465161?s=612x612	19,861 <b>Mao</b> Photos and Premium High Res Pictures - Getty Images	1	en=0.9999853585993709	mao zedong	2020-06-24 13:07:33	na
D:/react-data/iconic\Mao\Mao_1\9_20200624-1107.json	Mao	https://www.pinterest.fr/pin/559994534890028725/	na	https://i.pinimg.com/474x/44/cb/9e/44cb9e3415a80cee32a4354cf02748d6--mao-zedong-times-for-kids.jpg	1 octobre 1949 : <b>Mao Zedong</b> proclame la République Populaire de ...	1	fr=0.9999999998831879	mao zedong	2020-06-24 13:07:33	True
D:/react-data/iconic\Mao\Mao_1\9_20200624-1107.json	Mao	https://www.gettyimages.ie/photos/republic-of-china-mao-tse-tung?page=2	na	https://media.gettyimages.com/photos/mao-zedong-chinese-communist-revolutionary-proclaiming-the-founding-picture-id1139711409?s=612x612	Republic Of China <b>Mao Tse Tung</b> Stock Pictures, Royalty-free ...	1	en=0.9142054329672387	mao zedong	2020-06-24 13:07:33	na
D:/react-data/iconic\Mao\Mao_1\9_20200624-1107.json	Mao	https://www.nbcnews.com/slideshow/news/the-dance-of-two-giants-history-of-modern-relations-between-the-united-states-and-china-30850289/	na	https://media2.s-nbcnews.com/j/MSNBC/Components/Slideshows/_production/ss-090518-china-us/ss-090518-china-us-1949.fit-760w.jpg||http://media2.s-nbcnews.com/i/MSNBC/Components/Slideshows/_production/ss-090518-china-us/ss-090518-china-us-1949.jpg	The dance of two giants: History of modern relations between the ...	1	en=1.0	mao zedong	2020-06-24 13:07:33	True
D:/react-data/iconic\Mao\Mao_1\9_20200624-1107.json	Mao	https://www.afrikaiswoke.com/2019/02/08/the-chinese-revolution/	na	https://i2.wp.com/www.afrikaiswoke.com/wp-content/uploads/2019/10/Proclamation-Of-China-Mao.jpg?fit=999%2C562&ssl=1&resize=350%2C200	The Chinese Revolution | Interesting History Facts	1	en=0.9999543827843899	mao zedong	2020-06-24 13:07:33	True
D:/react-data/iconic\Mao\Mao_1\9_20200624-1107.json	Mao	https://www.agefotostock.com/age/en/Stock-Images/Rights-Managed/GBP-CPA021019	na	https://previews.agefotostock.com/previewimage/medibigoff/0024f13b46adc60587de5faaa8e5c245/gbp-cpa021019.jpg	China: <b>Mao Zedong</b>, wearing his trademark &#39;Mao suit&#39;, announces ...	1	en=0.9994892846516539	mao zedong	2020-06-24 13:07:33	True
D:/react-data/iconic\Mao\Mao_1\9_20200624-1107.json	Mao	https://www.wsj.com/articles/SB10001424052702303453004579289931918012314	na	https://si.wsj.net/public/resources/images/BN-AX749_1230cw_D_20131230081843.jpg	China&#39;s World: When <b>Mao</b> Met the Smartphone - WSJ	1	en=0.9999999955323846	mao zedong	2020-06-24 13:07:33	True
D:/react-data/iconic\Mao\Mao_1\9_20200624-1107.json	Mao	https://en.broadwayblogspot.com/3534-mao-zedongs-jacket.html	na	https://img.broadwayblogspot.com/img/dile-2019/tuzhurka-mao-czeduna.jpg	<b>MAO ZEDONG&#39;S</b> JACKET - ARTICLES	1	fr=0.2231261885549759	mao zedong	2020-06-24 13:07:33	na
D:/react-data/iconic\Mao\Mao_1\9_20200624-1107.json	Mao	https://tomfowdy.com/2020/04/27/understanding-the-origins-of-the-peoples-republic-of-china-and-its-politics-a-historical-assessment/	na	https://liberatingbritain.files.wordpress.com/2020/04/2045965034001_4521017382001_otd-china-mao-hero.jpg?w=748||https://liberatingbritain.files.wordpress.com/2020/04/2045965034001_4521017382001_otd-china-mao-hero.jpg?w=640||https://liberatingbritain.files.wordpress.com/2020/04/2045965034001_4521017382001_otd-china-mao-hero.jpg	Understanding the Origins of the People&#39;s Republic of China and its ...	1	en=1.0	mao zedong	2020-06-24 13:07:33	True
D:/react-data/iconic\Mao\Mao_1\9_20200624-1107.json	Mao	http://good.fupapicer.pw/mao-zedong-ap-world-history-quizlet.html	na	https://i.guim.co.uk/img/media/93fc93d66fa3e29e44d09342a4434aec855deabe/0_0_2088_3003/master/2088.jpg?width=300&quality=85&auto=format&fit=max&s=73370bb7bc3a695b496d44f96db6b9f3	<b>Mao zedong</b> ap world history quizlet	1	en=0.9999423514999913	mao zedong	2020-06-24 13:07:33	True
D:/react-data/iconic\Mao\Mao_1\9_20200624-1107.json	Mao	https://www.gettyimages.com.au/photos/september-1949	na	https://media.gettyimages.com/photos/mao-zedong-chinese-communist-revolutionary-proclaiming-the-founding-picture-id1139711409?s=612x612	September 1949 Stock Pictures, Royalty-free Photos &amp; Images ...	1	es=0.7345811622386872	mao zedong	2020-06-24 13:07:33	na
D:/react-data/iconic\Mao\Mao_1\9_20200624-1107.json	Mao	https://www.independentsentinel.com/ny-times-honors-mass-murderer-mao-on-the-anniversary-of-his-death/	na	https://i0.wp.com/www.independentsentinel.com/wp-content/uploads/2019/09/mao.jpg?fit=696%2C552&ssl=1||https://i0.wp.com/www.independentsentinel.com/wp-content/uploads/2019/09/mao.jpg?fit=700%2C555&ssl=1	NY Times Honors Mass Murderer <b>Mao</b> on the Anniversary of His Death	1	en=0.9999999999998916	mao zedong	2020-06-24 13:07:33	True
D:/react-data/iconic\Mao\Mao_1\9_20200624-1107.json	Mao	https://www.timetoast.com/timelines/chapter-20-project-cold-war-conflicts-and-tensions	na	https://s3.amazonaws.com/s3.timetoast.com/public/uploads/photos/10108039/1495076608501.jpg	Chapter 20 Project: Cold War Conflicts and Tensions timeline ...	1	en=0.999999999964934	mao zedong	2020-06-24 13:07:33	True
D:/react-data/iconic\Mao\Mao_1\9_20200624-1107.json	Mao	http://domza.blogspot.com/2011/05/peoples-democratic-dictatorship.html	na	http://4.bp.blogspot.com/-ec1KiZ3wPSM/TcYwUkqXYAI/AAAAAAAAC_E/pUqeIGQYjuc/w1200-h630-p-k-no-nu/04a+Mao+reading+declaration+of+PRC%252C+1949.jpg	People's Democratic Dictatorship - Communist University	1	en=0.9945018175337811	mao zedong	2020-06-24 13:07:33	True
D:/react-data/iconic\Mao\Mao_1\9_20200624-1107.json	Mao	https://michaelharrison.org.uk/2014/10/1st-october-declaration-peoples-republic-china/	na	http://michaelharrison.org.uk/wp-content/uploads/2014/10/Mao-tse-Tung-Octrober-1949.jpg||https://i1.wp.com/michaelharrison.org.uk/wp-content/uploads/2014/10/Mao-tse-Tung-Octrober-1949.jpg	1st October - Declaration of the People&#39;s Republic of China - Left ...	1	en=0.9999999999988902	mao zedong	2020-06-24 13:07:33	True
D:/react-data/iconic\Mao\Mao_1\9_20200624-1107.json	Mao	https://www.sutori.com/story/cold-war-era-timeline--jTnqMn5ypVEwrrratNmJZYLm	https://assets.sutori.com/user-uploads/image/3c945ac5-3894-418e-9744-18f25e50c7d3/4bebbada-ab3b-4d15-8612-84f29457d3ea.jpeg	na	Cold War Era Timeline | Sutori	1	en=0.5999710063428205	mao zedong	2020-06-24 13:07:33	True
D:/react-data/iconic\Mao\Mao_1\9_20200624-1107.json	Mao	https://www.agefotostock.com/age/en/Stock-Images/rpc.html	na	https://previews.agefotostock.com/previewimage/medibigoff/0024f13b46adc60587de5faaa8e5c245/gbp-cpa021019.jpg	Rpc Stock Photos and Images | agefotostock	1	en=0.997584054431315	mao zedong	2020-06-24 13:07:33	True
D:/react-data/iconic\Mao\Mao_1\9_20200624-1107.json	Mao	https://www.timetoast.com/timelines/schones-white-richardson	na	https://s3.amazonaws.com/s3.timetoast.com/public/uploads/photos/6795116/chhi1923.jpg	White, Schones, Richardson timeline | Timetoast timelines	1	en=0.9996162338386625	mao zedong	2020-06-24 13:07:33	True
D:/react-data/iconic\Mao\Mao_1\9_20200624-1107.json	Mao	http://gtl.com.sg/?to=world/gallery/2019/may/29/chinas-modern-history-in-pictures	na	https://i.guim.co.uk/img/media/93fc93d66fa3e29e44d09342a4434aec855deabe/0_0_2088_3003/master/2088.jpg?width=700&quality=85&auto=format&fit=max&s=bca828223fab1fa92830c1d718ada968||https://i.guim.co.uk/img/media/93fc93d66fa3e29e44d09342a4434aec855deabe/0_0_2088_3003/master/2088.jpg?width=300&quality=85&auto=format&fit=max&s=73370bb7bc3a695b496d44f96db6b9f3	China&#39;s modern history – in pictures | World news | The Guardian	1	en=0.9999994990013562	mao zedong	2020-06-24 13:07:33	True
D:/react-data/iconic\Mao\Mao_1\9_20200624-1107.json	Mao	https://michaelharrison.org.uk/category/revolutionary-year/october/	na	https://i1.wp.com/michaelharrison.org.uk/wp-content/uploads/2014/10/Mao-tse-Tung-Octrober-1949.jpg	October Archives - Left side of the roadLeft side of the road	1	en=1.0	mao zedong	2020-06-24 13:07:33	True
D:/react-data/iconic\Mao\Mao_1\9_20200624-1107.json	Mao	https://e-news.us/chinas-modern-history-in-pictures-world-news-the-guardian/	na	https://i.guim.co.uk/img/media/93fc93d66fa3e29e44d09342a4434aec855deabe/0_0_2088_3003/master/2088.jpg?width=300&quality=85&auto=format&fit=max&s=73370bb7bc3a695b496d44f96db6b9f3	China&#39;s modern history – in pictures | World news – The Guardian | e ...	1	en=0.9999992664307836	mao zedong	2020-06-24 13:07:33	True
D:/react-data/iconic\Mao\Mao_1\9_20200624-1107.json	Mao	https://michaelharrison.org.uk/2014/10/	na	https://i1.wp.com/michaelharrison.org.uk/wp-content/uploads/2014/10/Mao-tse-Tung-Octrober-1949.jpg	October 2014 - Left side of the roadLeft side of the road	1	en=1.0	mao zedong	2020-06-24 13:07:33	True
D:/react-data/iconic\Mao\Mao_1\9_20200624-1107.json	Mao	http://michaelharrison.org.uk/category/asia/china/page/2/	na	https://i1.wp.com/michaelharrison.org.uk/wp-content/uploads/2014/10/Mao-tse-Tung-Octrober-1949.jpg	China Archives - Page 2 of 2 - Left side of the roadLeft side of the ...	1	en=1.0	mao zedong	2020-06-24 13:07:33	True
D:/react-data/iconic\Mao\Mao_1\9_20200624-1107.json	Mao	https://www.wsj.com/news/archive/20131230	na	https://s.wsj.net/public/resources/images/BN-AX749_1230cw_D_20131230081843.jpg	The Wall Street Journals&#39; News Archive for 30ec D, 2013	1	en=0.9999987638342238	mao zedong	2020-06-24 13:07:33	True
D:/react-data/iconic\Mao\Mao_1\9_20200624-1107.json	Mao	https://www.dailymail.co.uk/news/article-3294910/China-announces-end-controversial-one-child-policy.html	na	https://i.dailymail.co.uk/i/pix/2015/10/29/11/0020039C00000258-3294910-image-m-48_1446117760259.jpg	China ending its one-child policy after growing fears over ageing ...	1	en=0.9999999996576978	mao zedong	2020-06-24 13:07:33	True
D:/react-data/iconic\Mao\Mao_1\9_20200624-1107.json	Mao	http://content.time.com/time/sponsoredarchive/landing/0,31909,2023423,00.htm	na	http://content.time.com/time/photoessays/2009/china_timeline/307_chinatimeline_tout.jpg	TimeFrames - China from 1923 to the Present	1	en=0.9999999999658549	mao zedong	2020-06-24 13:07:33	True
D:/react-data/iconic\Mao\Mao_1\9_20200624-1107.json	Mao	https://www.rferl.org/a/North_Koreas_Kim_Woos_Chinas_Wen/1843182.html	https://gdb.rferl.org/688FFE89-064D-4C38-B21A-6CDD4E2C767C_w144_h81.jpg	na	North Korea&#39;s Kim Woos China&#39;s Wen - Radio Free Europe	1	en=0.42549982243961804	mao zedong	2020-06-24 13:07:33	True
D:/react-data/iconic\Mao\Mao_1\9_20200624-1107.json	Mao	https://wholedude.com/page/17/	na	https://tarangini.files.wordpress.com/2018/12/121918_2157_TIBETCRISIS2.jpg?w=368&h=276	WHOLE PLANET – Page 17 – WholeDude is about ... - WHOLEDUDE	1	en=0.9999975437665339	mao zedong	2020-06-24 13:07:33	True
D:/react-data/iconic\Mao\Mao_1\9_20200624-1107.json	Mao	https://memegenerator.net/instance/54502648/mao-ze-dong-1949-veremos-en-la-lista-quien-no-ama-a-mao	na	https://memegenerator.net/img/images/11918878.jpg	veremos en la lista quien no ama a <b>mao</b>! - <b>Mao</b> Ze Dong 1949 ...	1	es=0.9999999993414954	mao zedong	2020-06-24 13:07:33	True
D:/react-data/iconic\Mao\Mao_1\9_20200624-1107.json	Mao	https://memegenerator.net/instance/53494174/mao-ze-dong-1949-thats-why-i-made-mandarin-the-only-official-language-in-china	na	https://memegenerator.net/img/images/11918878.jpg||https://memegenerator.net/img/instances/53494174.jpg||http://i.imgur.com/vJ2rO1f.jpg||https://memegenerator.net/img/instances/400x/53494174.jpg	<b>Mao</b> Ze Dong 1949 - Meme Generator	1	de=0.5689102841373262	mao zedong	2020-06-24 13:07:33	True
D:/react-data/iconic\Mao\Mao_1\9_20200624-1107.json	Mao	https://www.pinterest.com/AfrikaIsWoke/world-history/	na	https://i.pinimg.com/236x/29/8e/57/298e572bd874d1263e852a0f0f13e5b9.jpg	259 Best World History images in 2020 | World history facts, History ...	1	en=0.9999995981327717	mao zedong	2020-06-24 13:07:33	True
D:/react-data/iconic\Mao\Mao_1\9_20200624-1107.json	Mao	https://wholedude.com/2018/12/19/tibet-crisis-the-circular-movement/	na	https://tarangini.files.wordpress.com/2018/12/121918_2157_TIBETCRISIS2.jpg||https://tarangini.files.wordpress.com/2018/12/121918_2157_TIBETCRISIS2.jpg?w=2134&h=1600	TIBET CRISIS – THE CIRCULAR MOVEMENT – WHOLEDUDE ...	1	en=0.3250971422829298	mao zedong	2020-06-24 13:07:33	True
D:/react-data/iconic\Mao\Mao_1\9_20200624-1107.json	Mao	https://teakdoor.com/famous-threads/151550-interesting-black-white-pictures-ripped-net-46.html	na	https://teakdoor.com/images/imported/2016/06/668.jpg	Interesting Black and White pictures ripped from the net - Page 46	1	en=0.9999999999999836	mao zedong	2020-06-24 13:07:33	True
D:/react-data/iconic\Mao\Mao_1\9_20200624-1107.json	Mao	https://app.emaze.com/@AFQOFCIQ	na	https://userscontent2.emaze.com/images/925c3d2e-1891-48f0-9587-3d111e3e8c0a/2798434b-94c5-44fe-8677-3b11e101691e.jpg	China&#39;s Trade Timeline by jiunhuei9981 on emaze	1	en=0.9984296363377847	mao zedong	2020-06-24 13:07:33	True
D:/react-data/iconic\Mao\Mao_1\9_20200624-1107.json	Mao	https://memeshappen.com/meme/custom/inferring-thanks-g-60091	na	https://memeshappen.com/media/created/Inferring-Thanks-G-meme-60091.jpg	Inferring Thanks, G meme - Custom (60091) • MemesHappen	1	he=0.886269085867342	mao zedong	2020-06-24 13:07:33	na
D:/react-data/iconic\Mao\Mao_1\9_20200624-1107.json	Mao	https://www.gettyimages.es/fotos/mao-tse-tung	na	https://media.gettyimages.com/photos/mao-zedong-chinese-communist-revolutionary-proclaiming-the-founding-picture-id566465161?s=612x612	6.632 fotos e imágenes de <b>Mao Tse Tung</b> - Getty Images	1	pt=0.9025011119335539	mao zedong	2020-06-24 13:07:33	na
D:/react-data/iconic\Mao\Mao_1\9_20200624-1107.json	Mao	https://www.gettyimages.com.mx/fotos/mao-zedong	na	https://media.gettyimages.com/photos/mao-zedong-chinese-communist-revolutionary-proclaiming-the-founding-picture-id1139711409?s=612x612	30 fotos e imágenes de gran calidad de <b>Mao Zedong</b> - Getty Images	1	es=0.9999996279663336	mao zedong	2020-06-24 13:07:33	na
D:/react-data/iconic\Mao\Mao_1\9_20200624-1107.json	Mao	https://www.gettyimages.pt/fotos/mao-tse-tung	na	https://media.gettyimages.com/photos/mao-zedong-chinese-communist-revolutionary-proclaiming-the-founding-picture-id566465161?s=612x612	6,635 fotografias e imagens de <b>Mao Tse Tung</b> - Getty Images	1	pt=0.9999995350410392	mao zedong	2020-06-24 13:07:33	na
D:/react-data/iconic\Mao\Mao_1\9_20200624-1107.json	Mao	https://www.teleclubitalia.it/182162/mao-zedong-chi-e-il-rivoluzionario-che-porto-il-comunismo-in-cina/	na	https://d2u3vvj2lhotug.cloudfront.net/wp-content/uploads/2020/01/Mao-Zedong.jpg	Chi è <b>Mao Zedong</b>: la vita di <b>Mao Zedong</b> il rivoluzionario che portò ...	1	it=1.0	mao zedong	2020-06-24 13:07:33	True
D:/react-data/iconic\Mao\Mao_1\9_20200624-1107.json	Mao	https://denstoredanske.lex.dk/Mao_Zedong	na	https://media.lex.dk/media/2897/standard_Mao_Zedong.jpg||https://media.lex.dk/media/2897/standard_compressed_Mao_Zedong.jpg	<b>Mao Zedong</b> | lex.dk – Den Store Danske	1	no=0.7559905712233267	mao zedong	2020-06-24 13:07:33	True
D:/react-data/iconic\Mao\Mao_1\9_20200624-1107.json	Mao	https://www.gettyimages.co.jp/%E5%86%99%E7%9C%9F/%E6%AF%9B%E6%B2%A2%E6%9D%B1	na	https://media.gettyimages.com/photos/mao-zedong-chinese-communist-revolutionary-proclaiming-the-founding-picture-id566465161?s=612x612	5,008 毛沢東 Pictures, Photos &amp; Images - Getty Images	1	zh=0.9954132693162413	mao zedong	2020-06-24 13:07:33	na
D:/react-data/iconic\Mao\Mao_1\9_20200624-1107.json	Mao	https://vestibular.uol.com.br/resumo-das-disciplinas/atualidades/mao-tse-tung-regime-comunista-causou-fome-e-perseguicoes-na-china.htm	na	https://conteudo.imguol.com.br/c/noticias/2013/07/01/mao-tse-tung-1893---1976-1372686811741_300x200.jpgx	<b>Mao Tse-tung</b>: Regime comunista causou fome e perseguições na ...	1	pt=0.9999999999999998	mao zedong	2020-06-24 13:07:33	True
D:/react-data/iconic\Mao\Mao_1\9_20200624-1107.json	Mao	https://www.gettyimages.co.jp/%E5%86%99%E7%9C%9F/peoples-republic-of-china-mao-zedong	na	https://media.gettyimages.com/photos/mao-zedong-chinese-communist-revolutionary-proclaiming-the-founding-picture-id566465161?s=612x612	peoples republic of china <b>mao zedong</b>の画像が343点 ... - Getty Images	1	ja=0.9999999995555009	mao zedong	2020-06-24 13:07:33	na
D:/react-data/iconic\Mao\Mao_1\9_20200624-1107.json	Mao	https://www.gettyimages.co.jp/%E5%86%99%E7%9C%9F/republic-of-china-mao-tse-tung	na	https://media.gettyimages.com/photos/mao-zedong-chinese-communist-revolutionary-proclaiming-the-founding-picture-id566465161?s=612x612||https://media.gettyimages.com/photos/mao-zedong-chinese-communist-revolutionary-proclaiming-the-founding-picture-id1139711409?s=612x612	「republic of china <b>mao tse tung</b>」に対する検索結果は ... - Getty Images	1	ja=1.0	mao zedong	2020-06-24 13:07:33	na
D:/react-data/iconic\Mao\Mao_1\9_20200624-1107.json	Mao	https://www.zeit.de/gesellschaft/zeitgeschehen/2009-10/bg-china-historisch-2	na	https://img.zeit.de/gesellschaft/zeitgeschehen/2009-10/bg-china-historisch/01a_51407144.jpg/imagegroup/original||https://img.zeit.de/gesellschaft/zeitgeschehen/2009-10/bg-china-historisch/01a_51407144.jpg/imagegroup/original__450x600__mobile	60 Jahre Volksrepublik China: Erst <b>Mao</b>, dann Deng | ZEIT ONLINE	1	de=0.9999977075738581	mao zedong	2020-06-24 13:07:33	True
